Table Name : Orderdetails 
Attributes : (`customerNumber`,`orderNumber`,`productCode`,`quantityOrdered`,`priceEach`,`orderLineNumber`)
(362,10159,'S12_1099',41,'188.73',2),
(339,10329,'S18_2625',38,'55.72',12),
(348,10220,'S18_4027',50,'126.39',5),
(173,10241,'S24_2766',47,'89.05',6),
(484,10280,'S18_1367',27,'47.44',8),
(146,10254,'S24_3191',42,'69.34',10),
(320,10190,'S32_2206',46,'38.62',1),
(324,10310,'S18_3782',42,'59.06',16),
(240,10275,'S32_1374',23,'89.90',7),
(459,10159,'S10_2016',37,'101.10',17),
(350,10339,'S10_4698',39,'178.17',3),
(362,10382,'S18_4668',39,'46.29',2),
(168,10262,'S18_3856',34,'85.75',14),
(347,10186,'S24_2841',22,'60.29',2),
(356,10336,'S18_2238',49,'153.91',6),
(458,10335,'S24_2840',33,'32.88',2),
(129,10119,'S700_1138',25,'57.34',14),
(382,10348,'S32_1268',42,'90.53',3),
(128,10203,'S18_3482',32,'127.88',10),
(324,10149,'S18_2795',23,'167.06',5),
(119,10253,'S24_3856',39,'115.15',8),
(319,10407,'S18_2870',41,'132.00',12),
(169,10297,'S24_1785',32,'107.23',6),
(480,10182,'S24_3191',33,'73.62',15),
(216,10124,'S24_3432',43,'101.73',13),
(353,10119,'S24_3949',28,'62.10',2),
(168,10303,'S24_3969',24,'35.70',1),
(249,10350,'S50_1392',31,'104.18',8),
(398,10309,'S24_1578',21,'96.92',6),
(462,10263,'S18_2625',34,'50.27',6),
(357,10126,'S18_2432',43,'51.05',2),
(144,10168,'S700_2834',36,'94.92',8),
(335,10405,'S18_1889',61,'72.38',4),
(480,10425,'S18_3232',28,'140.55',8),
(181,10197,'S700_2610',50,'66.50',7),
(148,10246,'S24_1444',44,'46.24',2),
(455,10304,'S18_1097',46,'106.17',5),
(186,10179,'S18_2581',24,'82.79',3),
(495,10184,'S18_2238',46,'145.72',5),
(125,10374,'S24_1578',38,'112.70',6),
(450,10234,'S18_3029',48,'84.30',7),
(278,10227,'S24_3969',27,'34.88',8),
(299,10282,'S12_3891',24,'169.56',4),
(424,10120,'S18_2625',46,'57.54',4),
(398,10254,'S24_2766',31,'85.42',9),
(477,10361,'S72_1253',23,'47.67',12),
(249,10350,'S24_2011',34,'98.31',7),
(357,10347,'S18_3320',26,'84.33',12),
(412,10289,'S18_1367',24,'44.75',1),
(216,10206,'S18_2949',37,'98.27',7),
(293,10222,'S18_3029',49,'79.14',10),
(456,10358,'S32_3522',36,'51.71',2),
(398,10402,'S24_2000',59,'61.70',3),
(125,10238,'S12_1099',28,'161.49',3),
(157,10398,'S700_2466',22,'98.72',8),
(385,10211,'S18_3782',46,'60.30',8),
(455,10106,'S24_2841',49,'65.77',13),
(166,10368,'S24_3432',20,'93.16',4),
(177,10151,'S24_2300',42,'109.90',8),
(259,10356,'S50_4713',26,'78.11',4),
(298,10321,'S24_2766',30,'74.51',1),
(357,10400,'S10_4757',64,'134.64',9),
(319,10210,'S24_1785',27,'100.67',9),
(462,10204,'S24_3191',40,'84.75',9),
(260,10419,'S18_2870',55,'116.16',2),
(209,10206,'S24_4258',33,'95.44',10),
(353,10173,'S18_2957',28,'56.84',2),
(328,10254,'S24_1046',34,'66.88',11),
(362,10305,'S18_2238',27,'132.62',4),
(124,10339,'S24_1785',21,'106.14',7),
(249,10196,'S12_3148',24,'151.08',6),
(496,10225,'S12_4675',21,'100.19',6),
(484,10406,'S18_1129',61,'124.56',3),
(114,10316,'S18_3856',47,'89.99',14),
(471,10299,'S12_2823',24,'123.51',8),
(202,10282,'S18_3259',36,'88.74',3),
(124,10332,'S24_3432',31,'94.23',13),
(361,10275,'S24_3949',41,'58.00',18),
(465,10383,'S18_4522',28,'77.24',7),
(204,10273,'S700_3962',26,'89.38',9),
(247,10227,'S24_2766',47,'84.51',14),
(119,10238,'S18_3278',41,'68.35',6),
(376,10299,'S24_2360',33,'58.87',6),
(486,10425,'S24_2840',31,'31.82',5),
(382,10267,'S24_1046',40,'72.02',5),
(307,10142,'S18_4027',24,'122.08',15),
(376,10151,'S18_2319',49,'106.78',6),
(385,10276,'S32_2206',27,'35.40',10),
(166,10285,'S10_2016',47,'110.61',9),
(311,10270,'S18_3136',38,'85.87',11),
(129,10311,'S24_3191',25,'85.61',5),
(459,10246,'S12_4473',46,'99.54',5),
(385,10200,'S32_4289',27,'65.35',6),
(471,10173,'S18_1367',48,'51.75',5),
(148,10324,'S700_2824',34,'80.92',5),
(361,10333,'S18_3320',46,'95.24',2),
(459,10234,'S18_3856',39,'85.75',6),
(473,10259,'S12_4473',46,'117.32',4),
(458,10242,'S24_3969',46,'36.52',1),
(471,10177,'S18_4522',35,'82.50',8),
(415,10105,'S700_3505',39,'92.16',6),
(260,10375,'S700_1691',37,'86.77',6),
(187,10143,'S700_2610',31,'69.39',16),
(211,10328,'S700_1691',27,'84.03',8),
(311,10105,'S24_3151',44,'73.46',4),
(321,10182,'S24_3432',49,'95.30',17),
(486,10104,'S18_4027',38,'119.20',3),
(286,10285,'S24_2360',38,'64.41',3),
(298,10306,'S18_3140',32,'114.74',9),
(168,10192,'S24_3191',32,'69.34',3),
(146,10247,'S12_3148',25,'140.50',3),
(462,10216,'S12_1666',43,'133.94',1),
(169,10135,'S18_3782',45,'49.74',13),
(386,10336,'S12_3148',33,'126.91',11),
(344,10292,'S24_2840',39,'34.30',9),
(350,10235,'S32_4289',34,'66.73',6),
(350,10225,'S24_2972',42,'34.74',3),
(489,10190,'S32_4485',42,'89.80',4),
(129,10177,'S72_3212',40,'52.96',6),
(168,10187,'S32_4289',31,'61.22',4),
(171,10334,'S10_4962',26,'130.01',2),
(173,10275,'S24_1578',21,'105.94',2),
(381,10340,'S700_2466',55,'81.77',7),
(489,10363,'S24_2360',43,'56.10',14),
(333,10287,'S24_4620',40,'79.22',16),
(328,10327,'S700_2610',21,'65.05',1),
(484,10160,'S24_2972',42,'30.59',2),
(129,10409,'S24_1937',61,'27.88',1),
(151,10283,'S700_2610',47,'68.67',7),
(347,10229,'S24_2840',33,'34.65',2),
(458,10367,'S24_2022',28,'43.01',12),
(484,10313,'S32_2509',38,'48.70',1),
(320,10287,'S18_1889',44,'61.60',8),
(187,10282,'S18_2238',23,'147.36',13),
(328,10224,'S18_3782',38,'57.20',1),
(260,10263,'S32_1374',31,'93.90',8),
(282,10117,'S18_3140',26,'121.57',5),
(303,10162,'S18_1749',29,'141.10',9),
(471,10283,'S700_2047',20,'74.23',2),
(471,10342,'S18_3232',30,'167.65',4),
(209,10224,'S50_4713',50,'81.36',3),
(189,10274,'S24_3420',24,'65.09',3),
(181,10307,'S24_2841',25,'58.23',2),
(362,10206,'S10_1949',47,'203.59',6),
(186,10162,'S18_2325',38,'113.15',6),
(171,10328,'S700_2834',33,'117.46',11),
(398,10291,'S18_4668',29,'45.28',9),
(227,10369,'S10_1949',41,'195.01',2),
(477,10150,'S18_1097',34,'95.67',7),
(443,10204,'S18_2870',27,'106.92',14),
(129,10326,'S24_3816',20,'81.34',2),
(334,10112,'S18_2949',23,'85.10',2),
(166,10320,'S24_3371',26,'60.62',2),
(189,10401,'S32_1374',49,'81.91',1),
(189,10332,'S18_2795',24,'138.38',1),
(161,10203,'S18_1889',45,'73.15',4),
(443,10355,'S24_3856',32,'137.62',8),
(206,10181,'S18_1984',21,'129.45',5),
(328,10227,'S24_1937',42,'27.22',6),
(112,10175,'S24_2300',28,'121.40',6),
(119,10183,'S32_3522',49,'52.36',4),
(487,10325,'S50_1392',38,'99.55',4),
(114,10169,'S18_3278',32,'65.13',5),
(173,10391,'S12_1666',39,'110.70',9),
(357,10288,'S18_1749',32,'168.30',5),
(233,10328,'S700_2466',37,'95.73',10),
(119,10393,'S12_4473',32,'99.54',10),
(103,10394,'S32_2509',36,'47.08',3),
(382,10145,'S32_1374',33,'99.89',12),
(131,10304,'S12_1666',39,'117.54',3),
(456,10149,'S18_1749',34,'156.40',11),
(141,10103,'S24_4258',25,'88.62',15),
(233,10194,'S18_4600',32,'113.82',5),
(168,10422,'S18_1342',51,'91.44',2),
(489,10360,'S18_1662',50,'126.15',12),
(206,10145,'S10_2016',37,'104.67',9),
(286,10223,'S24_4278',23,'68.10',10),
(172,10159,'S12_3990',24,'67.03',3),
(103,10332,'S24_1937',45,'29.87',6),
(237,10425,'S50_1392',18,'94.92',2);
(334,10140,'S18_4668',29,'40.25',9),
(124,10263,'S18_2581',33,'67.58',10),
(278,10381,'S18_3136',35,'93.20',5),
(353,10214,'S24_3969',44,'38.57',5),
(157,10220,'S12_3148',30,'151.08',3),
(385,10246,'S50_1392',22,'113.44',3),
(299,10209,'S24_2841',43,'66.45',1),
(175,10140,'S32_3522',28,'62.05',7),
(148,10312,'S24_4258',44,'96.42',7),
(424,10195,'S50_1392',49,'97.23',4),
(459,10374,'S18_2581',42,'75.19',2),
(486,10291,'S24_2300',48,'109.90',1),
(424,10328,'S24_4278',43,'69.55',4),
(124,10187,'S18_2581',45,'70.12',1),
(202,10375,'S50_4713',49,'69.16',8),
(293,10266,'S18_3232',29,'137.17',7),
(347,10281,'S18_2432',29,'56.52',7),
(201,10143,'S24_3949',28,'55.96',6),
(462,10419,'S18_1889',39,'67.76',9),
(443,10412,'S24_4048',31,'108.82',1),
(356,10212,'S18_1129',29,'117.48',10),
(114,10347,'S18_4600',45,'115.03',4),
(161,10361,'S24_3420',34,'62.46',6),
(249,10341,'S10_1678',41,'84.22',9),
(356,10305,'S24_1444',45,'48.55',2),
(357,10212,'S24_1628',45,'43.27',5),
(237,10173,'S24_1937',31,'29.87',9),
(145,10223,'S700_2834',29,'113.90',8),
(462,10398,'S18_3856',45,'92.11',17),
(486,10280,'S18_2957',43,'54.34',5),
(489,10223,'S50_1341',41,'41.02',13),
(298,10196,'S12_1108',47,'203.64',5),
(186,10331,'S32_4485',32,'100.01',4),
(144,10384,'S10_4757',34,'129.20',4),
(477,10235,'S700_2834',25,'116.28',2),
(145,10404,'S24_4620',48,'65.48',7),
(167,10418,'S24_2360',52,'64.41',8),
(216,10150,'S18_2957',30,'56.21',11),
(227,10108,'S18_3482',29,'132.29',8),
(172,10353,'S700_2834',48,'98.48',4),
(204,10140,'S12_1666',38,'118.90',8),
(173,10254,'S18_2325',41,'102.98',2),
(129,10361,'S32_4289',49,'56.41',2),
(171,10413,'S12_3148',47,'145.04',3),
(171,10404,'S18_3482',28,'127.88',5),
(456,10248,'S24_2011',48,'122.89',10),
(171,10143,'S700_1691',36,'86.77',2),
(209,10132,'S700_3167',36,'80.00',1),
(175,10386,'S18_2581',21,'72.65',18),
(205,10301,'S18_3685',39,'137.04',6),
(186,10293,'S12_1108',46,'187.02',8),
(357,10331,'S18_2870',26,'130.68',10),
(119,10359,'S50_1392',46,'99.55',2),
(242,10340,'S24_2000',55,'62.46',8),
(415,10416,'S24_1785',47,'90.82',6),
(204,10185,'S700_3962',22,'93.35',5),
(144,10360,'S24_2841',49,'55.49',16),
(125,10165,'S12_3148',34,'123.89',4),
(409,10339,'S700_4002',50,'66.63',8),
(386,10181,'S12_3380',28,'113.92',12),
(361,10319,'S18_3278',46,'77.19',1),
(412,10416,'S24_3949',18,'64.83',13),
(189,10276,'S18_3278',38,'78.00',6),
(363,10352,'S700_4002',22,'62.19',1),
(344,10275,'S700_4002',31,'59.96',17),
(477,10268,'S18_1749',34,'164.90',10),
(282,10413,'S50_1514',51,'53.31',4),
(353,10108,'S32_2206',27,'36.21',13),
(303,10425,'S24_1444',55,'53.75',1),
(103,10193,'S18_3136',23,'97.39',2),
(276,10310,'S18_3482',49,'122.00',12),
(495,10246,'S18_2432',30,'57.73',11),
(216,10199,'S700_1691',48,'81.29',2),
(448,10155,'S24_2841',23,'62.34',6),
(186,10341,'S32_4485',31,'95.93',4),
(124,10365,'S32_4485',22,'82.66',3),
(462,10149,'S18_2248',24,'50.85',10),
(141,10145,'S18_2625',30,'52.70',10),
(314,10319,'S12_2823',30,'134.05',9),
(216,10235,'S18_2581',24,'81.95',3),
(256,10314,'S24_2840',39,'31.82',15),
(223,10362,'S12_2823',22,'131.04',1),
(319,10281,'S32_1268',29,'80.90',8),
(227,10339,'S72_1253',27,'49.66',6),
(409,10268,'S18_2795',35,'148.50',4),
(145,10406,'S18_3685',65,'117.26',1),
(172,10339,'S24_3816',42,'72.96',16),
(477,10211,'S32_4485',37,'94.91',12),
(477,10308,'S50_1341',47,'37.09',11),
(307,10327,'S18_1662',25,'154.54',6),
(249,10124,'S18_4409',36,'75.46',7),
(166,10306,'S700_1138',50,'61.34',3),
(114,10120,'S32_4289',29,'68.79',11),
(144,10204,'S18_3685',35,'132.80',15),
(114,10183,'S24_4258',47,'81.81',12),
(447,10131,'S700_2047',22,'76.94',8),
(198,10193,'S18_4933',25,'66.28',16),
(186,10204,'S18_1589',40,'113.24',13),
(452,10128,'S18_3140',41,'120.20',2),
(247,10280,'S18_1342',50,'87.33',9),
(151,10206,'S18_1097',34,'115.50',5),
(356,10169,'S12_3990',36,'71.82',3),
(276,10389,'S12_3990',36,'76.61',7),
(481,10389,'S18_2625',39,'52.09',5),
(198,10283,'S18_4522',34,'71.97',14),
(311,10310,'S12_4675',25,'101.34',7),
(273,10167,'S24_3151',20,'77.00',11),
(443,10168,'S700_2466',31,'87.75',16),
(320,10331,'S24_3371',25,'55.11',9),
(307,10200,'S18_2581',28,'74.34',3),
(128,10353,'S32_4289',40,'68.10',7),
(189,10350,'S18_4522',30,'70.22',3),
(333,10176,'S12_3148',47,'145.04',3),
(114,10304,'S18_4668',34,'44.27',4),
(171,10425,'S18_4600',38,'107.76',13),
(121,10322,'S10_1949',40,'180.01',1),
(175,10363,'S18_4721',28,'123.50',13),
(166,10372,'S12_3891',34,'140.15',1),
(247,10214,'S18_2325',27,'125.86',4),
(219,10185,'S700_2610',39,'61.44',1),
(471,10139,'S18_3136',20,'101.58',2),
(151,10122,'S24_4620',29,'67.10',14),
(357,10172,'S24_2766',22,'79.97',1),
(273,10227,'S18_1367',31,'50.14',2),
(219,10325,'S18_3140',24,'114.74',9),
(256,10337,'S700_3505',31,'84.14',1),
(344,10192,'S18_1984',47,'128.03',10),
(495,10310,'S12_1099',33,'165.38',10),
(361,10287,'S18_3278',43,'68.35',15),
(319,10350,'S18_3259',41,'94.79',2),
(333,10312,'S18_2325',31,'111.87',14),
(242,10253,'S24_3371',24,'50.82',12),
(303,10178,'S24_2841',34,'67.82',5),
(376,10378,'S18_3278',22,'66.74',4),
(216,10187,'S24_3949',43,'55.96',10),
(356,10277,'S12_4675',28,'93.28',1),
(186,10103,'S10_4962',42,'119.67',4),
(363,10359,'S10_4757',48,'122.40',6),
(333,10312,'S18_1342',43,'102.74',10),
(323,10106,'S24_3949',50,'55.96',11),
(409,10105,'S72_3212',25,'44.77',8),
(148,10420,'S24_1046',60,'60.26',11),
(169,10222,'S24_2841',32,'56.86',5),
(347,10329,'S32_1374',45,'80.91',11),
(452,10120,'S700_2834',24,'106.79',7),
(320,10249,'S24_2841',20,'54.81',1),
(157,10240,'S18_1984',37,'136.56',2),
(240,10230,'S24_4048',45,'99.36',5),
(412,10360,'S18_3140',29,'122.93',8),
(448,10108,'S12_3380',45,'96.30',4),
(148,10165,'S24_2300',32,'117.57',17),
(129,10376,'S12_3380',35,'98.65',1),
(298,10147,'S24_3856',23,'123.58',2),
(409,10211,'S18_3278',35,'73.17',5),
(242,10104,'S50_1514',32,'53.31',2),
(129,10343,'S24_1628',27,'44.78',6),
(167,10305,'S24_4048',36,'118.28',1),
(169,10291,'S18_2432',26,'52.26',2),
(450,10372,'S18_3259',25,'91.76',5),
(363,10202,'S50_4713',40,'79.73',5),
(398,10241,'S18_4933',30,'62.72',4),
(447,10133,'S700_2834',27,'115.09',2),
(495,10420,'S18_2248',36,'52.06',4),
(209,10282,'S18_4027',31,'132.13',8),
(369,10306,'S72_3212',35,'48.05',6),
(459,10139,'S24_4258',29,'93.49',4),
(256,10110,'S24_1937',20,'28.88',3),
(278,10180,'S24_2000',28,'61.70',14),
(334,10124,'S24_2766',32,'74.51',10),
(487,10383,'S18_3232',47,'155.79',6),
(386,10392,'S18_3320',36,'98.22',1),
(362,10262,'S24_3949',48,'58.69',8),
(353,10173,'S18_4409',21,'77.31',14),
(406,10273,'S24_3816',48,'83.86',3),
(145,10124,'S18_2325',42,'111.87',3),
(202,10383,'S18_3140',24,'125.66',9),
(424,10341,'S50_4713',38,'78.11',3),
(334,10400,'S18_1662',34,'129.31',1),
(415,10397,'S700_1938',32,'69.29',5),
(114,10312,'S18_2795',25,'150.19',11),
(363,10273,'S18_3140',40,'117.47',13),
(357,10141,'S24_2840',21,'32.18',6),
(409,10197,'S18_3029',46,'83.44',4),
(379,10329,'S72_1253',44,'41.22',8),
(227,10167,'S18_3029',46,'69.68',7),
(339,10183,'S18_4600',21,'118.66',2),
(249,10262,'S700_1691',40,'87.69',4),
(216,10324,'S24_2840',30,'29.35',9),
(448,10167,'S700_2047',29,'87.80',5),
(495,10283,'S24_3151',34,'80.54',8),
(202,10273,'S700_2610',42,'57.82',5),
(412,10312,'S18_2248',30,'48.43',16),
(293,10133,'S50_1341',27,'37.09',7),
(103,10361,'S700_2834',44,'107.97',5),
(443,10337,'S10_4757',25,'131.92',8),
(334,10333,'S18_4668',24,'42.26',8),
(487,10425,'S24_2300',49,'127.79',9),
(311,10181,'S24_3371',23,'54.49',13),
(121,10268,'S24_3969',30,'37.75',8),
(144,10184,'S18_2319',46,'119.05',9),
(353,10268,'S18_1367',26,'45.82',2),
(462,10244,'S18_1367',20,'48.52',6),
(456,10159,'S10_1678',49,'81.35',14),
(256,10291,'S18_2949',47,'99.28',12),
(362,10145,'S24_4278',33,'71.73',15),
(319,10253,'S18_1984',33,'130.87',4),
(161,10383,'S24_1444',22,'52.60',2),
(307,10307,'S18_1662',39,'135.61',1),
(480,10416,'S18_2581',15,'70.96',4),
(198,10166,'S18_4522',26,'72.85',1),
(473,10262,'S72_1253',21,'41.71',12),
(350,10308,'S700_2466',35,'88.75',14),
(459,10256,'S18_1367',29,'52.83',1),
(157,10187,'S24_1785',46,'96.29',3),
(486,10285,'S24_2000',39,'61.70',11),
(335,10369,'S18_2957',28,'51.84',6),
(486,10334,'S24_2300',42,'117.57',5),
(131,10391,'S18_1367',42,'47.44',3),
(456,10407,'S24_2766',76,'81.78',6),
(406,10363,'S12_1099',33,'180.95',3),
(172,10383,'S24_2840',40,'33.24',3),
(480,10400,'S72_1253',20,'41.71',4),
(186,10393,'S12_3148',35,'145.04',8),
(129,10405,'S18_3232',55,'147.33',1),
(211,10106,'S700_1691',31,'91.34',7),
(471,10180,'S18_4721',44,'147.31',2),
(247,10127,'S12_3148',46,'140.50',3),
(171,10378,'S24_4620',41,'80.84',2),
(282,10360,'S18_2581',41,'68.43',13),
(382,10390,'S50_4713',22,'81.36',13),
(286,10261,'S700_3962',50,'88.39',6),
(202,10300,'S12_3380',29,'116.27',3),
(486,10149,'S18_2325',33,'125.86',8),
(177,10209,'S18_3856',20,'97.40',5),
(260,10380,'S24_3432',34,'91.02',11),
(328,10136,'S18_3232',41,'169.34',3),
(124,10380,'S24_3969',43,'32.82',12),
(353,10287,'S12_1099',21,'190.68',12),
(167,10358,'S24_2300',41,'127.79',7),
(216,10155,'S700_2047',32,'89.61',9),
(177,10374,'S10_4698',22,'158.80',1),
(369,10268,'S18_2325',50,'124.59',7),
(114,10416,'S32_4289',26,'68.10',7),
(487,10270,'S10_4962',32,'124.10',2),
(259,10250,'S32_4289',50,'62.60',7),
(409,10135,'S12_3380',48,'110.39',5),
(347,10197,'S72_1253',29,'39.73',1),
(335,10311,'S24_1046',26,'70.55',6),
(171,10244,'S18_2957',24,'54.96',3),
(487,10300,'S18_1889',41,'63.14',1),
(459,10262,'S50_1341',49,'35.78',3),
(146,10250,'S700_1691',31,'91.34',9),
(347,10121,'S50_4713',44,'72.41',1),
(282,10215,'S10_1949',35,'205.73',3),
(189,10260,'S18_4027',23,'137.88',8),
(455,10311,'S18_3685',32,'134.22',11),
(171,10281,'S10_4962',44,'132.97',9),
(443,10127,'S18_3232',22,'149.02',15),
(496,10106,'S700_2834',32,'113.90',1),
(293,10103,'S18_3136',25,'86.92',13),
(168,10419,'S12_4675',32,'99.04',10),
(276,10192,'S12_4675',27,'99.04',16),
(242,10194,'S18_2432',45,'51.05',2),
(119,10201,'S18_2625',30,'48.46',6),
(412,10396,'S18_3259',24,'91.76',4),
(369,10297,'S24_4278',23,'71.73',5),
(489,10350,'S24_3816',25,'77.15',10),
(157,10254,'S24_3969',20,'39.80',3),
(489,10306,'S700_3962',30,'87.39',5),
(481,10178,'S700_2466',22,'91.74',1),
(447,10401,'S700_2834',21,'96.11',2),
(227,10341,'S12_4675',55,'109.40',7),
(382,10276,'S24_2360',46,'61.64',12),
(356,10378,'S18_3782',28,'60.30',9),
(335,10346,'S24_3969',22,'38.57',4),
(249,10344,'S18_2325',30,'118.23',3),
(273,10134,'S24_2000',43,'75.41',7),
(348,10283,'S700_3962',38,'85.41',11),
(148,10235,'S700_2466',38,'92.74',10),
(151,10193,'S18_3320',32,'79.37',5),
(357,10299,'S32_2206',24,'36.21',4),
(148,10379,'S18_2870',29,'113.52',5),
(198,10273,'S700_1938',21,'77.95',14),
(324,10171,'S18_1129',35,'134.46',2),
(187,10322,'S24_1937',20,'26.55',3),
(186,10356,'S18_1367',22,'44.75',6),
(455,10349,'S12_4473',48,'114.95',9),
(458,10332,'S24_3191',45,'77.91',12),
(385,10287,'S12_3380',45,'117.44',10),
(186,10308,'S10_2016',34,'115.37',2),
(239,10377,'S18_3232',39,'143.94',3),
(173,10357,'S18_2957',49,'59.34',5),
(157,10103,'S18_2432',22,'58.34',2),
(121,10210,'S24_4278',40,'68.10',8),
(206,10371,'S32_2509',20,'44.37',2),
(361,10410,'S18_3136',34,'84.82',2),
(204,10352,'S700_2466',49,'87.75',2),
(166,10151,'S24_2840',30,'29.35',4),
(462,10382,'S700_2824',34,'101.15',9),
(415,10401,'S24_4278',52,'65.93',4),
(496,10276,'S18_4721',48,'120.53',8),
(198,10321,'S24_3191',39,'81.33',2),
(477,10319,'S32_4485',22,'96.95',8),
(475,10332,'S18_2248',38,'53.88',9),
(481,10200,'S24_4278',39,'70.28',4),
(249,10126,'S18_2949',31,'93.21',12),
(465,10405,'S24_3856',76,'127.79',3),
(276,10315,'S700_1138',41,'60.67',2),
(386,10322,'S24_2022',30,'40.77',4),
(424,10270,'S12_1666',28,'135.30',6),
(293,10161,'S24_3432',30,'94.23',6),
(496,10247,'S32_3207',40,'58.41',6),
(361,10316,'S18_3029',21,'72.26',15),
(314,10203,'S18_3232',48,'157.49',1),
(348,10114,'S32_2509',28,'43.83',2),
(169,10235,'S50_1341',41,'37.09',7),
(495,10162,'S18_4409',39,'86.51',10),
(201,10143,'S72_1253',37,'49.66',10),
(333,10108,'S12_4675',36,'107.10',3),
(239,10279,'S24_2887',48,'106.87',2),
(112,10106,'S700_2047',30,'85.09',16),
(148,10304,'S18_3320',38,'95.24',11),
(465,10147,'S12_1099',48,'161.49',7),
(486,10169,'S18_3782',38,'52.84',8),
(219,10202,'S18_3782',30,'55.33',3),
(487,10183,'S18_2957',39,'51.22',11),
(129,10149,'S18_1367',30,'48.52',3),
(448,10142,'S32_3207',42,'60.90',16),
(481,10103,'S18_2949',27,'92.19',12),
(319,10168,'S24_1578',50,'103.68',2),
(487,10373,'S24_2841',38,'58.92',7),
(103,10152,'S32_3207',33,'57.17',2),
(256,10396,'S700_1138',39,'62.00',1),
(276,10234,'S72_1253',40,'45.69',4),
(211,10210,'S700_2834',25,'98.48',6),
(175,10135,'S24_3371',27,'52.05',6),
(452,10425,'S32_2509',11,'50.32',6),
(125,10333,'S24_4258',39,'95.44',1),
(240,10281,'S32_2509',31,'44.91',3),
(129,10314,'S18_4027',29,'129.26',8),
(458,10145,'S10_4698',33,'154.93',8),
(443,10181,'S12_1099',27,'155.66',14),
(114,10167,'S24_2011',33,'110.60',16),
(166,10281,'S18_4668',44,'42.76',14),
(223,10360,'S24_3151',36,'70.81',3),
(381,10317,'S24_4278',35,'69.55',1),
(187,10388,'S10_2016',50,'118.94',5),
(206,10105,'S24_2011',43,'117.97',9),
(495,10117,'S18_4027',22,'122.08',12),
(323,10383,'S32_3207',44,'55.93',8),
(169,10126,'S12_1666',21,'135.30',8),
(475,10402,'S18_2625',55,'58.15',2),
(166,10322,'S10_4962',46,'141.83',8),
(363,10100,'S18_4409',22,'75.46',4),
(146,10186,'S10_4757',26,'108.80',9),
(171,10184,'S32_3207',48,'59.03',1),
(323,10342,'S18_4721',38,'124.99',11),
(475,10325,'S50_1514',44,'56.24',7),
(103,10348,'S32_3522',31,'62.70',5),
(204,10151,'S12_4473',24,'114.95',3),
(496,10196,'S18_3259',35,'81.68',3),
(250,10305,'S32_2509',40,'48.70',7),
(447,10339,'S700_2047',55,'86.90',15),
(443,10194,'S32_3522',39,'61.41',7),
(209,10168,'S24_3949',27,'57.32',18),
(452,10194,'S10_1949',42,'203.59',11),
(376,10321,'S18_1889',37,'73.92',14),
(471,10105,'S24_3816',50,'75.47',1),
(495,10229,'S32_1268',25,'78.97',8),
(172,10182,'S24_2887',20,'116.27',13),
(481,10301,'S24_1628',22,'40.75',3),
(223,10246,'S24_2300',29,'118.84',10),
(379,10169,'S12_1099',30,'163.44',2),
(452,10183,'S18_2949',37,'91.18',9),
(260,10374,'S10_2016',39,'115.37',5),
(324,10180,'S18_2625',25,'48.46',13),
(409,10312,'S18_1749',48,'146.20',17),
(121,10263,'S10_1678',34,'89.00',2),
(447,10109,'S18_3685',47,'125.74',2),
(324,10176,'S50_1514',38,'52.14',4),
(112,10234,'S18_1662',50,'146.65',1),
(381,10251,'S12_2823',46,'129.53',1),
(382,10226,'S18_2870',24,'125.40',5),
(239,10195,'S12_4473',49,'118.50',6),
(486,10153,'S700_3505',50,'87.15',2),
(344,10155,'S24_3420',34,'56.55',7),
(173,10305,'S18_3232',37,'160.87',9),
(448,10143,'S50_1341',34,'34.91',1),
(166,10332,'S18_2957',26,'53.09',17),
(311,10107,'S12_2823',21,'122.00',1),
(216,10381,'S18_2957',40,'51.22',4),
(227,10245,'S18_4668',45,'48.80',7),
(447,10349,'S24_2840',36,'31.47',3),
(361,10229,'S12_4473',36,'95.99',1),
(382,10205,'S18_2795',40,'138.38',3),
(452,10293,'S72_3212',32,'51.32',1),
(166,10383,'S18_2319',27,'119.05',11),
(477,10333,'S10_1949',26,'188.58',3),
(495,10222,'S700_3505',38,'84.14',16),
(293,10354,'S12_3380',29,'98.65',11),
(282,10193,'S18_2325',44,'115.69',11),
(385,10119,'S700_2047',29,'74.23',7),
(233,10266,'S18_3685',33,'127.15',4),
(379,10396,'S18_4522',45,'83.38',5),
(471,10420,'S18_4409',66,'73.62',6),
(173,10271,'S24_2840',38,'28.64',6),
(204,10252,'S18_4721',26,'127.97',4),
(189,10182,'S24_2766',36,'87.24',14),
(339,10202,'S24_2360',50,'56.10',6),
(495,10386,'S24_4278',50,'71.73',8),
(250,10191,'S12_1099',21,'155.66',3),
(173,10150,'S18_2949',47,'93.21',9),
(187,10108,'S24_3856',40,'132.00',1),
(475,10327,'S18_2581',45,'74.34',8),
(369,10383,'S50_1514',38,'48.62',10),
(128,10414,'S18_4522',56,'83.38',11),
(114,10358,'S24_1444',44,'56.07',14),
(487,10115,'S12_4473',46,'111.39',5),
(242,10134,'S18_2625',30,'51.48',6),
(129,10122,'S12_4675',20,'104.80',7),
(250,10201,'S24_2000',25,'66.27',7),
(357,10403,'S12_2823',66,'122.00',6),
(303,10411,'S18_1097',27,'109.67',8),
(462,10170,'S12_3380',47,'116.27',4),
(314,10381,'S18_2432',35,'60.77',7),
